sample_id,correct,token_count,answer_length,stop_reason,pred_answer,gold_answer,extractor_confident,mean_window_h0_16,max_window_h0_16,var_window_h0_16,late_window_mean_h0_16,max_positive_delta_window_h0_16,fraction_high_h0_windows_16,mean_window_h0_32,max_window_h0_32,var_window_h0_32,late_window_mean_h0_32,max_positive_delta_window_h0_32,fraction_high_h0_windows_32,mean_window_h0_64,max_window_h0_64,var_window_h0_64,late_window_mean_h0_64,max_positive_delta_window_h0_64,fraction_high_h0_windows_64
sample_0001,False,202,111,eos_token,26,18,True,2.695376575793608,2.703551254057648,5.0430425768412405e-05,2.701418177228603,0.012764708913778566,0.041666666666666664,3.420816933902499,3.4293030449507413,3.114937490328085e-05,3.4275732916017034,0.012256682461420088,0.18181818181818182,4.1276510426502515,4.133444599457735,7.058778700645408e-06,4.130843992256141,0.004042557265108826,0.19444444444444445
sample_0002,True,218,132,eos_token,3,3,True,2.693646186754695,2.706224987892664,4.623743694647333e-05,2.696862366084311,0.014365326396838629,0.1346153846153846,3.41743597387107,3.4292676678193956,4.69027668827381e-05,3.4179840704800575,0.00790196370441354,0.16666666666666666,4.124132292742206,4.130879019867858,1.6446898453695442e-05,4.120857880102694,0.005608361496250325,0.225
sample_0003,False,358,150,eos_token,195000,70000,True,2.6912931994007314,2.7048514398809065,6.610472379094966e-05,2.69214800341436,0.02807100061543144,0.12643678160919541,3.4116516211241033,3.426264463027499,8.71728831939217e-05,3.4151668856001884,0.014005574361132478,0.03614457831325301,4.11338786630263,4.127934259215726,8.208499658834727e-05,4.116428440903045,0.014417158264498298,0.06666666666666667
sample_0004,False,158,84,eos_token,180,540,True,2.696366378325907,2.7037059173459626,2.233655069890343e-05,2.6968055311692334,0.010017253781513524,0.10810810810810811,3.415219830304751,3.4269324502635206,0.00013422010337389798,3.416215362933214,0.021826150404185007,0.06060606060606061,4.119690810497104,4.133598933074662,8.817054506386071e-05,4.109897409930214,0.009805765208755979,0.4
sample_0005,True,351,196,eos_token,20,20,True,2.692572312877391,2.7060612599023344,6.534573683964706e-05,2.69474563684764,0.02576249700260025,0.15294117647058825,3.417187174323564,3.427928010587917,2.6775252209915333e-05,3.420074730543389,0.011295409321129046,0.1111111111111111,4.125519173395484,4.133356981755268,2.640526583611569e-05,4.126809945577988,0.00871987401824903,0.1780821917808219
sample_0006,False,234,125,eos_token,50,64,True,2.697751951617269,2.7057777501264786,2.2602583796102614e-05,2.6967223072979465,0.02399260342825915,0.10714285714285714,3.4212465854291265,3.4276660415260944,4.1216979115893776e-05,3.4117072705131206,0.0113931806649199,0.09615384615384616,4.129905475861388,4.1362574356124115,3.892283780619342e-05,4.118722588898947,0.0015671740490130759,0.022727272727272728
sample_0007,True,221,105,eos_token,260,260,True,2.6927256913073276,2.703544399910125,0.00014157800145509926,2.6917799767673816,0.051766781788669114,0.05660377358490566,3.4123894261523042,3.4250409011451546,9.746634355911637e-05,3.4111537496219917,0.02423462027794665,0.08163265306122448,4.116844357076994,4.127379819476646,2.9229709745800855e-05,4.110425288067851,0.010697846207171402,0.0975609756097561
sample_0008,False,380,172,eos_token,120,160,True,2.6955531271029667,2.705807514925829,5.418304328681852e-05,2.690782350852117,0.03794131292859726,0.16304347826086957,3.4171897927864063,3.427888553694827,7.512683719288687e-05,3.4125635030401282,0.0329390409740844,0.13636363636363635,4.123136121947342,4.136623559191195,9.548829609972024e-05,4.125722877958745,0.014199766559615412,0.125
sample_0009,False,512,282,max_new_tokens,4,45,True,2.69870119243566,2.7051017946610427,1.981887610948701e-05,2.7000723933929267,0.014988670968772322,0.136,3.422913751166063,3.4296349606495182,1.8161129209116457e-05,3.423375721234331,0.009059922266920317,0.10743801652892562,4.130029870129143,4.135958224476389,1.6411931464963787e-05,4.127748998759073,0.005682866531881103,0.07079646017699115
sample_0010,True,345,171,eos_token,460,460,True,2.6945493936203855,2.705429427153123,6.62369080101334e-05,2.689814550462284,0.031407897642478755,0.03571428571428571,3.4191615845339336,3.428660696886459,6.700073345415856e-05,3.4133015958795525,0.015066060990074792,0.025,4.125156269165915,4.135763174198477,6.031675314889615e-05,4.115858639476105,0.007890386172173969,0.013888888888888888
